UKBB data field	ICD10	PheCode	Lookup text	Curated reported trait	main ontology URI(s)	main ontology label(s)	Publication	User submitted trait	qc_status	qc_resolution_modes	qc_label_match_modes	qc_unresolved_ids	final_update_applied	final_update_reason
-	D47	-	ICD10 D47 Common Hematopoietic Neoplasm	ICD10 D47: Common Hematopoietic Neoplasm	EFO_1000201	Common Hematopoietic Neoplasm	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.0	-	ICD10 D47.0 Mast Cell Neoplasm	ICD10 D47.0: Mast Cell Neoplasm	EFO_0009000	Mast Cell Neoplasm	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.01	-	ICD10 D47.01 cutaneous mastocytosis	ICD10 D47.01: cutaneous mastocytosis	EFO_1000886	cutaneous mastocytosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.02	-	ICD10 D47.02 systemic mastocytosis	ICD10 D47.02: systemic mastocytosis	MONDO_0016586	systemic mastocytosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.3	-	ICD10 D47.3 essential thrombocythemia	ICD10 D47.3: essential thrombocythemia	EFO_0000479	essential thrombocythemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.4	-	ICD10 D47.4 primary myelofibrosis	ICD10 D47.4: primary myelofibrosis	EFO_0002430	primary myelofibrosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.Z1	-	ICD10 D47.Z1 T-cell non-Hodgkin lymphoma	ICD10 D47.Z1: T-cell non-Hodgkin lymphoma	MONDO_0015760	T-cell non-Hodgkin lymphoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D47.Z2	-	ICD10 D47.Z2 human herpesvirus 8-related tumor	ICD10 D47.Z2: human herpesvirus 8-related tumor	MONDO_0015157	human herpesvirus 8-related tumor	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D48.0	-	ICD10 D48.0 bone giant cell tumor	ICD10 D48.0: bone giant cell tumor	EFO_0007176	bone giant cell tumor	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D48.1	-	ICD10 D48.1 Desmoid-type fibromatosis	ICD10 D48.1: Desmoid-type fibromatosis	EFO_0009907	Desmoid-type fibromatosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D48.7	-	ICD10 D48.7 Lung Lymphangioleiomyomatosis	ICD10 D48.7: Lung Lymphangioleiomyomatosis	EFO_1000334	Lung Lymphangioleiomyomatosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D51.0	-	ICD10 D51.0 pernicious anemia	ICD10 D51.0: pernicious anemia	EFO_0005576	pernicious anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D51.2	-	ICD10 D51.2 transcobalamin II deficiency	ICD10 D51.2: transcobalamin II deficiency	MONDO_0010149	transcobalamin II deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D53.0	-	ICD10 D53.0 vitamin B12- and folate-independent constitutional megaloblastic anemia	ICD10 D53.0: vitamin B12- and folate-independent constitutional megaloblastic anemia	MONDO_0020112	vitamin B12- and folate-independent constitutional megaloblastic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D56.0	-	ICD10 D56.0 syndromic intellectual disability	ICD10 D56.0: syndromic intellectual disability	MONDO_0000508	syndromic intellectual disability	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D56.1	-	ICD10 D56.1 primary hyperoxaluria	ICD10 D56.1: primary hyperoxaluria	MONDO_0005240	primary hyperoxaluria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D56.2	-	ICD10 D56.2 delta-beta-thalassemia	ICD10 D56.2: delta-beta-thalassemia	MONDO_0016489	delta-beta-thalassemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D57.2	-	ICD10 D57.2 sickle cell disease	ICD10 D57.2: sickle cell disease	MONDO_0011382	sickle cell disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D58.0	-	ICD10 D58.0 familial hemolytic anemia	ICD10 D58.0: familial hemolytic anemia	MONDO_0003689	familial hemolytic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D58.1	-	ICD10 D58.1 familial hemolytic anemia	ICD10 D58.1: familial hemolytic anemia	MONDO_0003689	familial hemolytic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D58.8	-	ICD10 D58.8 atypical hemolytic uremic syndrome with complement gene abnormality	ICD10 D58.8: atypical hemolytic uremic syndrome with complement gene abnormality	MONDO_0035290	atypical hemolytic uremic syndrome with complement gene abnormality	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D59.0	-	ICD10 D59.0 drug-induced autoimmune hemolytic anemia	ICD10 D59.0: drug-induced autoimmune hemolytic anemia	MONDO_0019535	drug-induced autoimmune hemolytic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D59.12	-	ICD10 D59.12 cold agglutinin disease	ICD10 D59.12: cold agglutinin disease	MONDO_0018922	cold agglutinin disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D59.3	-	ICD10 D59.3 hemolytic-uremic syndrome	ICD10 D59.3: hemolytic-uremic syndrome	MONDO_0001549	hemolytic-uremic syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D59.5	-	ICD10 D59.5 inborn disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation	ICD10 D59.5: inborn disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation	MONDO_0017748	inborn disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D61.0	-	ICD10 D61.0 inherited aplastic anemia	ICD10 D61.0: inherited aplastic anemia	MONDO_0001713	inherited aplastic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D61.3	-	ICD10 D61.3 idiopathic aplastic anemia	ICD10 D61.3: idiopathic aplastic anemia	MONDO_0012197	idiopathic aplastic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D61.82	-	ICD10 D61.82 myelophthisic anemia	ICD10 D61.82: myelophthisic anemia	EFO_0007388	myelophthisic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D64.3	-	ICD10 D64.3 refractory anemia with ringed sideroblasts	ICD10 D64.3: refractory anemia with ringed sideroblasts	EFO_0003812	refractory anemia with ringed sideroblasts	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D64.4	-	ICD10 D64.4 congenital dyserythropoietic anemia	ICD10 D64.4: congenital dyserythropoietic anemia	MONDO_0019403	congenital dyserythropoietic anemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D66	-	ICD10 D66 hemophilia A	ICD10 D66: hemophilia A	MONDO_0010602	hemophilia A	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D67	-	ICD10 D67 hemophilia B	ICD10 D67: hemophilia B	MONDO_0010604	hemophilia B	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.0	-	ICD10 D68.0 von Willebrand disease (hereditary or acquired)	ICD10 D68.0: von Willebrand disease (hereditary or acquired)	MONDO_0024574	von Willebrand disease (hereditary or acquired)	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.1	-	ICD10 D68.1 congenital factor XI deficiency	ICD10 D68.1: congenital factor XI deficiency	MONDO_0012897	congenital factor XI deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.311	-	ICD10 D68.311 acquired hemophilia	ICD10 D68.311: acquired hemophilia	MONDO_0019139	acquired hemophilia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.4	-	ICD10 D68.4 acquired coagulation factor deficiency	ICD10 D68.4: acquired coagulation factor deficiency	MONDO_0020599	acquired coagulation factor deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.59	-	ICD10 D68.59 protein c deficiency	ICD10 D68.59: protein c deficiency	EFO_0009316	protein c deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D68.61	-	ICD10 D68.61 antiphospholipid syndrome	ICD10 D68.61: antiphospholipid syndrome	EFO_0002689	antiphospholipid syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D69.3	-	ICD10 D69.3 autoimmune thrombocytopenic purpura	ICD10 D69.3: autoimmune thrombocytopenic purpura	EFO_0007160	autoimmune thrombocytopenic purpura	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D69.41	-	ICD10 D69.41 Evans syndrome	ICD10 D69.41: Evans syndrome	MONDO_0016030	Evans syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D70.4	-	ICD10 D70.4 cyclic hematopoiesis	ICD10 D70.4: cyclic hematopoiesis	MONDO_0008090	cyclic hematopoiesis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D72.11	-	ICD10 D72.11 Hypereosinophilic syndrome	ICD10 D72.11: Hypereosinophilic syndrome	EFO_1001467	Hypereosinophilic syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D72.110	-	ICD10 D72.110 idiopathic hypereosinophilic syndrome	ICD10 D72.110: idiopathic hypereosinophilic syndrome	MONDO_0011895	idiopathic hypereosinophilic syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D72.810	-	ICD10 D72.810 lymphopenia	ICD10 D72.810: lymphopenia	MONDO_0003783	lymphopenia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D72.823	-	ICD10 D72.823 leukemoid reaction	ICD10 D72.823: leukemoid reaction	EFO_1001014	leukemoid reaction	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D73.1	-	ICD10 D73.1 hypersplenism	ICD10 D73.1: hypersplenism	EFO_1000975	hypersplenism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D73.3	-	ICD10 D73.3 splenic abscess	ICD10 D73.3: splenic abscess	MONDO_0002333	splenic abscess	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D73.5	-	ICD10 D73.5 splenic infarction	ICD10 D73.5: splenic infarction	EFO_1001190	splenic infarction	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D74	-	ICD10 D74 methemoglobinemia	ICD10 D74: methemoglobinemia	MONDO_0001117	methemoglobinemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D74.0	-	ICD10 D74.0 hereditary methemoglobinemia	ICD10 D74.0: hereditary methemoglobinemia	MONDO_0018963	hereditary methemoglobinemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D75.0	-	ICD10 D75.0 familial polycythemia	ICD10 D75.0: familial polycythemia	MONDO_0001115	familial polycythemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D75.1	-	ICD10 D75.1 secondary polycythemia	ICD10 D75.1: secondary polycythemia	MONDO_0015549	secondary polycythemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D75.81	-	ICD10 D75.81 primary myelofibrosis	ICD10 D75.81: primary myelofibrosis	EFO_0002430	primary myelofibrosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D76.1	-	ICD10 D76.1 hemophagocytic syndrome	ICD10 D76.1: hemophagocytic syndrome	MONDO_0015540	hemophagocytic syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D76.3	-	ICD10 D76.3 Juvenile Xanthogranuloma	ICD10 D76.3: Juvenile Xanthogranuloma	EFO_1000311	Juvenile Xanthogranuloma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D80.7	-	ICD10 D80.7 transient hypogammaglobulinemia of infancy	ICD10 D80.7: transient hypogammaglobulinemia of infancy	MONDO_0015698	transient hypogammaglobulinemia of infancy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D81.4	-	ICD10 D81.4 Nezelof syndrome	ICD10 D81.4: Nezelof syndrome	MONDO_0009451	Nezelof syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D81.8	-	ICD10 D81.8 WHIM syndrome	ICD10 D81.8: WHIM syndrome	MONDO_0023880	WHIM syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D81.81	-	ICD10 D81.81 pseudohypoparathyroidism type 1A	ICD10 D81.81: pseudohypoparathyroidism type 1A	MONDO_0005093	pseudohypoparathyroidism type 1A	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D81.810	-	ICD10 D81.810 biotinidase deficiency	ICD10 D81.810: biotinidase deficiency	MONDO_0009665	biotinidase deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D81.819	-	ICD10 D81.819 pseudohypoparathyroidism type 1A	ICD10 D81.819: pseudohypoparathyroidism type 1A	MONDO_0005093	pseudohypoparathyroidism type 1A	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D82.0	-	ICD10 D82.0 pseudohypoparathyroidism type 1A	ICD10 D82.0: pseudohypoparathyroidism type 1A	MONDO_0005093	pseudohypoparathyroidism type 1A	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D82.8	-	ICD10 D82.8 ectodermal dysplasia and immune deficiency	ICD10 D82.8: ectodermal dysplasia and immune deficiency	NCIT_C118844	ectodermal dysplasia and immune deficiency	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D83	-	ICD10 D83 hereditary neoplastic syndrome	ICD10 D83: hereditary neoplastic syndrome	MONDO_0015356	hereditary neoplastic syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D84.8	-	ICD10 D84.8 immunodeficiency 39	ICD10 D84.8: immunodeficiency 39	MONDO_0014597	immunodeficiency 39	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D86.0	-	ICD10 D86.0 pulmonary sarcoidosis	ICD10 D86.0: pulmonary sarcoidosis	MONDO_0001708	pulmonary sarcoidosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D86.3	-	ICD10 D86.3 skin sarcoidosis	ICD10 D86.3: skin sarcoidosis	EFO_1000767	skin sarcoidosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D89.1	-	ICD10 D89.1 cryoglobulinemia	ICD10 D89.1: cryoglobulinemia	EFO_0005846	cryoglobulinemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D89.81	-	ICD10 D89.81 graft versus host disease	ICD10 D89.81: graft versus host disease	MONDO_0013730	graft versus host disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D89.810	-	ICD10 D89.810 acute graft versus host disease	ICD10 D89.810: acute graft versus host disease	MONDO_0020546	acute graft versus host disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D89.811	-	ICD10 D89.811 chronic graft versus host disease	ICD10 D89.811: chronic graft versus host disease	MONDO_0020547	chronic graft versus host disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	D89.82	-	ICD10 D89.82 lymphoid hemopathy	ICD10 D89.82: lymphoid hemopathy	MONDO_0015757	lymphoid hemopathy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E03.4	-	ICD10 E03.4 atrophy of thyroid	ICD10 E03.4: atrophy of thyroid	EFO_1000827	atrophy of thyroid	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E05.0	-	ICD10 E05.0 toxic diffuse goiter	ICD10 E05.0: toxic diffuse goiter	MONDO_0001104	toxic diffuse goiter	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E05.5	-	ICD10 E05.5 thyroid crisis	ICD10 E05.5: thyroid crisis	EFO_1001212	thyroid crisis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E06.0	-	ICD10 E06.0 suppurative thyroiditis	ICD10 E06.0: suppurative thyroiditis	EFO_1001431	suppurative thyroiditis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E06.1	-	ICD10 E06.1 subacute thyroiditis	ICD10 E06.1: subacute thyroiditis	EFO_1001194	subacute thyroiditis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E06.3	-	ICD10 E06.3 Hashimoto's thyroiditis	ICD10 E06.3: Hashimoto's thyroiditis	EFO_0003779	Hashimoto's thyroiditis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E07.81	-	ICD10 E07.81 euthyroid sick syndrome	ICD10 E07.81: euthyroid sick syndrome	EFO_1000931	euthyroid sick syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E16.4	-	ICD10 E16.4 Zollinger-Ellison Syndrome	ICD10 E16.4: Zollinger-Ellison Syndrome	EFO_0007549	Zollinger-Ellison Syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E16.8	-	ICD10 E16.8 somatostatinoma	ICD10 E16.8: somatostatinoma	EFO_1001187	somatostatinoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E20.1	-	ICD10 E20.1 pseudohypoparathyroidism	ICD10 E20.1: pseudohypoparathyroidism	MONDO_0019992	pseudohypoparathyroidism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E21.0	-	ICD10 E21.0 primary hyperparathyroidism	ICD10 E21.0: primary hyperparathyroidism	EFO_0008519	primary hyperparathyroidism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E21.3	-	ICD10 E21.3 hyperparathyroidism	ICD10 E21.3: hyperparathyroidism	EFO_0008506	hyperparathyroidism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E22.0	-	ICD10 E22.0 growth hormone-secreting pituitary adenoma	ICD10 E22.0: growth hormone-secreting pituitary adenoma	EFO_0004125	growth hormone-secreting pituitary adenoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E22.1	-	ICD10 E22.1 hyperprolactinemia	ICD10 E22.1: hyperprolactinemia	EFO_0007319	hyperprolactinemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E22.2	-	ICD10 E22.2 inappropriate ADH syndrome	ICD10 E22.2: inappropriate ADH syndrome	EFO_1000982	inappropriate ADH syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E23.0	-	ICD10 E23.0 hypopituitarism	ICD10 E23.0: hypopituitarism	EFO_0001380	hypopituitarism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E23.2	-	ICD10 E23.2 diabetes insipidus	ICD10 E23.2: diabetes insipidus	MONDO_0004782	diabetes insipidus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E24.0	-	ICD10 E24.0 pituitary-dependent Cushing's disease	ICD10 E24.0: pituitary-dependent Cushing's disease	EFO_1001110	pituitary-dependent Cushing's disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E24.3	-	ICD10 E24.3 ACTH Syndrome, Ectopic	ICD10 E24.3: ACTH Syndrome, Ectopic	EFO_1001256	ACTH Syndrome, Ectopic	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E26	-	ICD10 E26 hyperaldosteronism	ICD10 E26: hyperaldosteronism	EFO_0009452	hyperaldosteronism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E26.0	-	ICD10 E26.0 aldosterone-producing adenoma	ICD10 E26.0: aldosterone-producing adenoma	EFO_1000015	aldosterone-producing adenoma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E26.01	-	ICD10 E26.01 primary aldosteronism	ICD10 E26.01: primary aldosteronism	MONDO_0001422	primary aldosteronism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E26.02	-	ICD10 E26.02 glucocorticoid-remediable aldosteronism	ICD10 E26.02: glucocorticoid-remediable aldosteronism	MONDO_0007080	glucocorticoid-remediable aldosteronism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	E26.81	-	ICD10 E26.81 Bartter syndrome	ICD10 E26.81: Bartter syndrome	MONDO_0015231	Bartter syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
